cluster,rank,ngram,lift,cluster_mass
1295,2,view@internet_fprotect_screen/management_device/management_device_screen view@android/home/home_service_management,411.059,36.0196
1295,3,view@android/home/home_service_management/internet_service_tab/network_model_device_tab view@android/home/home_service_management,296.081,4.8968
1295,4,action@android/VisualizeNetwork#android/home/home_service_management/internet_service_tab/network_model/refresh_network_model action@android/VisualizeNetwork#android/home/home_service_management/internet_service_tab/click_network_model_device_tab,228.546,3.4135
1295,5,action@internet_fprotect_screen/management_device/management_device_screen#management_device/manage_reload_btn view@android/home/home_service_management,203.58,0.4886
1295,6,view@android/VisualizeNetwork action@android/VisualizeNetwork#android/home/home_service_management/internet_service_tab/click_network_model_device_tab,188.989,4.9092
1295,7,action@android/VisualizeNetwork#android/home/home_service_management/internet_service_tab/click_network_model_device_tab view@android/home/home_service_management/internet_service_tab/network_model_device_tab,177.816,7.4782
1295,8,action@android/VisualizeNetwork#android/home/home_service_management/internet_service_tab/click_network_model_device_tab,177.69,7.4768
1296,1,action@<missing>#android/home/popup_remind/skip_remind action@<missing>#Home/{id}/{id}/do_action/CALL_API_GET_ACTION,443.763,1.3906
1296,2,action@<missing>#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/mark_trusted_devices action@<missing>#btn_back,352.407,0.4647
1296,3,action@<missing>#popup action@<missing>#Home/{id}/{id}/do_action/CALL_API_GET_ACTION,294.307,3.9205
1296,4,<bos> action@<missing>#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/mark_trusted_devices,289.029,0.4543
1296,5,action@<missing>#android/home/home_service_management/internet_service_tab/modem_control/click_device_control view@internet_fprotect_screen/management_device/management_device_screen,241.947,0.4687
1296,6,<bos> action@<missing>#android/home/home_service_management/internet_service_tab/device_control/device_detail/confirm_block_device,241.016,0.9563
1296,7,action@<missing>#internet_fprotect_screen/management_device/management_device_screen/devices_details/device_information/mark_trusted_devices,226.416,0.4461
1296,8,<bos> action@<missing>#android/home/home_service_management/internet_service_tab/modem_control/click_device_control,165.697,0.454
1297,1,view@android/home/home_service_management/internet_service_tab/wifi_control <eos>,1680.646,70.3168
1297,2,view@android/home/home_service_management view@android/home/home_service_management/internet_service_tab/wifi_control,171.613,46.5456
1297,3,view@android/home/home_service_management/internet_service_tab/wifi_control,109.248,43.5846
1297,4,view@android/Home action@android/Home#android/Home/other_manage_internet,99.708,44.8895
1297,5,action@android/home/home_service_management#adsview view@android/home/home_service_management/internet_service_tab/wifi_control,92.927,0.9425
1297,6,action@android/Home#android/Home/other_manage_internet view@android/home/home_service_management,51.457,38.6195
1297,7,action@android/Home#android/Home/other_manage_internet,51.279,38.589
1297,8,view@android/home/home_service_management,27.79,34.5188
1298,1,action@web/ULTRA_FAST_DETAIL_SERVICE#web/ULTRA_FAST_DETAIL_SERVICE/Body/BackButton view@android/home/home_service_management/internet_service_tab/modem_control,857.282,0.403
1298,2,action@android/home/home_service_management#android/confirm_information_services_restore/confirm_information_back action@android/home/home_service_management#android/home/home_service_management/click_tv_service_tab,674.468,0.3882
1298,3,action@android/home/home_service_management/internet_service_tab/modem_control#android/home/home_service_management/internet_service_tab/modem_control/click_device_control action@android/home/home_service_management/internet_service_tab/modem_control#btn_back,281.271,0.8905
1298,4,view@android/home/home_service_management/internet_service_tab/wifi_control action@android/home/home_service_management/internet_service_tab/wifi_control#btn_back,226.141,16.6424
1298,5,action@android/home/home_service_management/internet_service_tab/modem_control#btn_back view@android/home/home_service_management,216.582,18.7695
1298,6,action@android/VisualizeNetwork#home/home_service_management/internet_service_tab/network_model/network_model_overview_report_open/network_model_overview_report_closed action@android/VisualizeNetwork#btn_back,216.057,0.4233
1298,7,view@android/home/home_service_management/internet_service_tab/modem_control action@android/home/home_service_management/internet_service_tab/modem_control#btn_back,209.886,17.6693
1298,8,action@android/home/home_service_management/internet_service_tab/wifi_control#btn_back view@android/home/home_service_management,202.315,17.9661
1299,1,view@android/home/home_service_management/internet_service_tab/modem_control <eos>,1474.59,79.8454
1299,2,view@android/home/home_service_management view@android/home/home_service_management/internet_service_tab/modem_control,214.482,56.2715
1299,3,view@android/home/home_service_management/internet_service_tab/modem_control,123.712,52.1558
1299,4,view@android/Home action@android/Home#android/Home/other_manage_internet,99.919,52.1209
1299,5,action@android/Home#android/Home/other_manage_internet view@android/home/home_service_management,51.566,44.8408
1299,6,action@android/Home#android/Home/other_manage_internet,51.388,44.8054
1299,7,view@android/home/home_service_management,27.849,40.0795
1299,8,view@HOME view@android/Home,2.388,15.5519
1300,1,action@android/home/home_service_management#QLDV/Tv_box/button_upgrade <eos>,1270.009,33.2237
1300,2,action@android/home/home_service_management#android/home/home_service_management/click_tv_service_tab action@android/home/home_service_management#QLDV/Tv_box/button_upgrade,1165.266,32.5786
1300,3,action@android/home/home_service_management#QLDV/Tv_box/button_upgrade,1021.537,31.9794
1300,4,action@android/home/home_service_management#android/QLDV/Camera/Banner <eos>,671.638,1.0276
1300,5,action@android/home/home_service_management#android/home/home_service_management/click_camera_service_tab <eos>,637.086,18.427
1300,6,action@android/home/home_service_management#android/home/home_service_management/click_internet_service_tab <eos>,403.806,7.6494
1300,7,view@android/home/home_service_management action@android/home/home_service_management#android/home/home_service_management/click_tv_service_tab,229.516,42.0747
1300,8,action@android/home/home_service_management#android/home/home_service_management/click_tv_service_tab,201.05,43.2255
1301,1,action@android/home/home_service_management#android/home/home_service_management/click_camera_service_tab action@android/home/home_service_management#btn_back,1195.535,40.7939
1301,2,action@android/home/home_service_management#android/home/home_service_management/click_tv_service_tab action@android/home/home_service_management#android/home/home_service_management/click_camera_service_tab,446.623,35.1043
1301,3,action@android/home/home_service_management#adsview action@android/home/home_service_management#android/home/home_service_management/click_camera_service_tab,383.583,0.5151
1301,4,action@android/home/home_service_management#android/home/home_service_management/click_internet_service_tab action@android/home/home_service_management#btn_back,359.533,9.497
1301,5,action@android/home/home_service_management#android/home/home_service_management/click_camera_service_tab,297.688,35.4334
1301,6,view@android/home/home_service_management action@android/home/home_service_management#android/home/home_service_management/click_tv_service_tab,214.157,36.5676
1301,7,action@android/home/home_service_management#android/home/home_service_management/click_tv_service_tab,188.064,37.6614
1301,8,action@android/home/home_service_management#android/home/home_service_management/click_tv_service_tab action@android/home/home_service_management#android/home/home_service_management/click_internet_service_tab,137.377,7.3789
1302,1,action@android/home/home_service_management#android/home/home_service_management/click_tv_service_tab action@android/home/home_service_management#btn_back,544.079,37.4174
1302,2,action@android/home/home_service_management#btn_back <eos>,205.762,126.9746
1302,3,action@android/home/home_service_management#android/home/home_service_management/click_camera_service_tab action@android/home/home_service_management#btn_back,153.972,11.9248
1302,4,action@android/home/home_service_management#btn_back,151.709,119.3751
1302,5,view@android/home/home_service_management action@android/home/home_service_management#btn_back,133.181,88.5872
1302,6,action@android/home/home_service_management#adsview action@android/home/home_service_management#btn_back,113.979,1.5976
1302,7,view@android/home/home_service_management action@android/home/home_service_management#android/home/home_service_management/click_camera_service_tab,96.38,11.0137
1302,8,view@android/Home action@android/Home#android/Home/other_manage_internet,93.45,111.7407
1303,1,action@android/home/home_service_management#android/home/home_service_management/internet_service_tab/upgrade_service <eos>,642.431,119.5646
1303,2,action@android/home/home_service_management#android/home/home_service_management/click_tv_service_tab <eos>,542.951,41.2653
